Numero_cliente,Fecha_Update,Estatus,Motivo,Tasa_Interes,Importe,Id_product,CAT,TXN,CP,Puntuacion,canal_venta,Day
788,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
794,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
801,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
805,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
814,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
825,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
827,2019-11-11,NO_RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
860,2019-11-11,NO_RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
868,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
883,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
887,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
898,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
905,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
910,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
937,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
970,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
986,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
989,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
991,2019-11-11,NO_RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1004,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1011,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1031,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1041,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1048,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1066,2019-11-11,NO_RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1071,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1096,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1100,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1108,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1120,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1140,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1156,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1183,2019-11-11,NO_RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1187,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1197,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1207,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1229,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1245,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1279,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1292,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1317,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1328,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1348,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1356,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1359,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1364,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1393,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1413,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1418,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1453,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1481,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1508,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1517,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1554,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1598,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1611,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1620,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1622,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1627,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1639,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1667,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1692,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1709,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1726,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1749,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1758,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1773,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1802,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1818,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1823,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1838,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1845,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1854,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1863,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1878,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1898,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1903,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1919,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1924,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1928,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1932,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1944,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1964,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
1983,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2014,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2019,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2034,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2039,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2053,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2072,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2087,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2106,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2142,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2145,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2159,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2204,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2213,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2223,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2268,2019-11-11,NO_RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2278,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2297,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2300,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2314,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2320,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2334,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2404,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2426,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2433,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2441,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2452,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2478,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2517,2019-11-11,NO_RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2526,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2533,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2541,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2545,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2555,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2566,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2575,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2585,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2590,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2596,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2612,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2618,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2623,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2637,2019-11-11,NO_RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2653,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2665,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2688,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2698,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2705,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2721,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2727,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2737,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2743,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2750,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2752,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2758,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2768,2019-11-11,NO_RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2771,2019-11-11,NO_RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2808,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2815,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2856,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2874,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2882,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2910,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2936,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2949,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2958,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2965,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2982,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
2990,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3008,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3041,2019-11-11,NO_RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3050,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3055,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3064,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3077,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3089,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3091,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3095,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3103,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3131,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3145,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3149,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3171,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3202,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3210,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3215,2019-11-11,NO_RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3222,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3233,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3245,2019-11-11,NO_RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3255,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3258,2019-11-11,NO_RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3268,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3289,2019-11-11,NO_RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3314,2019-11-11,NO_RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3319,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3341,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3347,2019-11-11,NO_RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3354,2019-11-11,NO_RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3363,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3370,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3384,2019-11-11,NO_RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3404,2019-11-11,NO_RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
3410,2019-11-11,NO_RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Servicio al cliente,Monday
